Unnamed: 13,allowed_keys,date,expName,frameRate,img,limit_chars,participant,que,resp,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides11.jpg,"[1, 1]",47,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides13.jpg,"[1, 1]",47,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_27_2007,demog_exp,120.116224456,Slides\Slides12.jpg,"[1, 1]",47,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides1.jpg,"[0, 0]",48,intro,,0,0,0,0
,[],2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides0.jpg,"[1, 140]",48,debrief,ילרטינ יאנת תמועלו םימאות אל םיאנת תמועל ןוטרסב הארנש המ ןיבל םינושה םירפסמה יפל תעבקנש קדבנל תנתינש הארוהה ןיב םימאות םיאנת לש העפשה קודבל ,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides5.jpg,"[1, 1]",48,degree,1,2,2,0,2
,[],2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides6.jpg,"[1, 140]",48,faculty,היגולוכיספ היגולויב,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides7.jpg,"[1, 3]",48,gpa,89,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides2.jpg,"[1, 1]",48,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides3.jpg,"[1, 2]",48,age,25,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides4.jpg,"[3, 3]",48,sat,807,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides8.jpg,"[1, 1]",48,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides9.jpg,"[1, 1]",48,adhd,2,9,9,0,9
,[],2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides10.jpg,"[1, 140]",48,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides11.jpg,"[1, 1]",48,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides13.jpg,"[1, 1]",48,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1355,demog_exp,119.996448134,Slides\Slides12.jpg,"[1, 1]",48,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides1.jpg,"[0, 0]",49,intro,,0,0,0,0
,[],2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides0.jpg,"[1, 140]",49,debrief,המרה אלל האוושהב הכופהה עבצאה תא םירמש יאנת ןיבל הנוכנה עצמאה תא םירמ רמולכ ןוכנה ךלהמה תא הארמש יאנת ןיב הבוגת ינמזב םילדבה קוד בל ,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides5.jpg,"[1, 1]",49,degree,1,2,2,0,2
,[],2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides6.jpg,"[1, 140]",49,faculty,היגולוכיספ היגולויב,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides7.jpg,"[1, 3]",49,gpa,88,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides2.jpg,"[1, 1]",49,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides3.jpg,"[1, 2]",49,age,25,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides4.jpg,"[3, 3]",49,sat,690,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides8.jpg,"[1, 1]",49,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides9.jpg,"[1, 1]",49,adhd,2,9,9,0,9
,[],2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides10.jpg,"[1, 140]",49,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides11.jpg,"[1, 1]",49,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides13.jpg,"[1, 1]",49,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1358,demog_exp,120.017906696,Slides\Slides12.jpg,"[1, 1]",49,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides1.jpg,"[0, 0]",50,intro,,0,0,0,0
,[],2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides0.jpg,"[1, 140]",50,debrief, ץרש ןוטרס םתס הז בשחמה לש תובוגתל הרוצ םושב תורושק אל תוציחלהש בל יתמש םא קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides5.jpg,"[1, 1]",50,degree,2,2,2,0,2
,[],2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides6.jpg,"[1, 140]",50,faculty,האוש ידומיל,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides7.jpg,"[1, 3]",50,gpa,89,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides2.jpg,"[1, 1]",50,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides3.jpg,"[1, 2]",50,age,26,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides4.jpg,"[3, 3]",50,sat,000,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides8.jpg,"[1, 1]",50,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides9.jpg,"[1, 1]",50,adhd,2,9,9,0,9
,[],2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides10.jpg,"[1, 140]",50,lang, תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides11.jpg,"[1, 1]",50,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides13.jpg,"[1, 1]",50,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1422,demog_exp,120.192452165,Slides\Slides12.jpg,"[1, 1]",50,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides1.jpg,"[0, 0]",51,intro,,0,0,0,0
,[],2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides0.jpg,"[1, 140]",51,debrief,ברעתמ יוריג תואצמיהב הבוגתה תקידב,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides5.jpg,"[1, 1]",51,degree,1,2,2,0,2
,[],2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides6.jpg,"[1, 140]",51,faculty,םוי תניכמ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides7.jpg,"[1, 3]",51,gpa,0,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides2.jpg,"[1, 1]",51,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides3.jpg,"[1, 2]",51,age,22,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides4.jpg,"[3, 3]",51,sat,000,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides8.jpg,"[1, 1]",51,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides9.jpg,"[1, 1]",51,adhd,1,9,9,0,9
,[],2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides10.jpg,"[1, 140]",51,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides11.jpg,"[1, 1]",51,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides13.jpg,"[1, 1]",51,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1428,demog_exp,120.040093417,Slides\Slides12.jpg,"[1, 1]",51,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides1.jpg,"[0, 0]",52,intro,,0,0,0,0
,[],2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides0.jpg,"[1, 140]",52,debrief,תויוגש תובושת ןיבל אווש ילאוזיו גצמ ןיב רשק שי םא קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides5.jpg,"[1, 1]",52,degree,2,2,2,0,2
,[],2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides6.jpg,"[1, 140]",52,faculty,יתמייס היגולוכיספל גוחה,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides7.jpg,"[1, 3]",52,gpa,092,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides2.jpg,"[1, 1]",52,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides3.jpg,"[1, 2]",52,age,37,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides4.jpg,"[3, 3]",52,sat,612,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides8.jpg,"[1, 1]",52,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides9.jpg,"[1, 1]",52,adhd,2,9,9,0,9
,[],2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides10.jpg,"[1, 140]",52,lang,תירבעו,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides11.jpg,"[1, 1]",52,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides13.jpg,"[1, 1]",52,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1506,demog_exp,119.676490486,Slides\Slides12.jpg,"[1, 1]",52,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides1.jpg,"[0, 0]",53,intro,,0,0,0,0
,[],2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides0.jpg,"[1, 140]",53,debrief,הבוגת תוריהמ,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides5.jpg,"[1, 1]",53,degree,1,2,2,0,2
,[],2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides6.jpg,"[1, 140]",53,faculty,היסא ידומילו שונא יתוריש,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides7.jpg,"[1, 3]",53,gpa,75,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides2.jpg,"[1, 1]",53,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides3.jpg,"[1, 2]",53,age,26,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides4.jpg,"[3, 3]",53,sat,565,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides8.jpg,"[1, 1]",53,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides9.jpg,"[1, 1]",53,adhd,2,9,9,0,9
,[],2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides10.jpg,"[1, 140]",53,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides11.jpg,"[1, 1]",53,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides13.jpg,"[1, 1]",53,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1535,demog_exp,119.986081732,Slides\Slides12.jpg,"[1, 1]",53,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides1.jpg,"[0, 0]",54,intro,,0,0,0,0
,[],2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides0.jpg,"[1, 140]",54,debrief,םירמ ינא עבצא הזיא רמולכ ילש דיה לש הבוגתה לע עקרבש דיה תעפשה קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides5.jpg,"[1, 1]",54,degree,1,2,2,0,2
,[],2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides6.jpg,"[1, 140]",54,faculty,היצינגוק יעדמו היגולוכיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides7.jpg,"[1, 3]",54,gpa,0,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides2.jpg,"[1, 1]",54,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides3.jpg,"[1, 2]",54,age,19,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides4.jpg,"[3, 3]",54,sat,746,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides8.jpg,"[1, 1]",54,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides9.jpg,"[1, 1]",54,adhd,2,9,9,0,9
,[],2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides10.jpg,"[1, 140]",54,lang,תיברע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides11.jpg,"[1, 1]",54,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides13.jpg,"[1, 1]",54,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1625,demog_exp,120.194041283,Slides\Slides12.jpg,"[1, 1]",54,credit_or_payment,1,13,13,0,13
,['return'],2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides1.jpg,"[0, 0]",55,intro,,0,0,0,0
,[],2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides0.jpg,"[1, 140]",55,debrief,רתוי רהמ םיביגמ ימל םיביגמ ךיאו םירפסמל בל תמושת לומ תועבצאה לש הזזהה לש בלה תמושת קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides5.jpg,"[1, 1]",55,degree,2,2,2,0,2
,[],2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides6.jpg,"[1, 140]",55,faculty, היגולויבוריונ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides7.jpg,"[1, 3]",55,gpa,92,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides2.jpg,"[1, 1]",55,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides3.jpg,"[1, 2]",55,age,23,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides4.jpg,"[3, 3]",55,sat,690,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides8.jpg,"[1, 1]",55,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides9.jpg,"[1, 1]",55,adhd,2,9,9,0,9
,[],2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides10.jpg,"[1, 140]",55,lang,תיברע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides11.jpg,"[1, 1]",55,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides13.jpg,"[1, 1]",55,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1647,demog_exp,119.941756273,Slides\Slides12.jpg,"[1, 1]",55,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides1.jpg,"[0, 0]",56,intro,,0,0,0,0
,[],2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides0.jpg,"[1, 140]",56,debrief,ןמזב תולתב תיטנימודה דיהב ילמשהו ינמיה דצה ןיב רשקה איה יוסינה תרטמ יתעדל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides5.jpg,"[1, 1]",56,degree,1,2,2,0,2
,[],2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides6.jpg,"[1, 140]",56,faculty,היגולוכיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides7.jpg,"[1, 3]",56,gpa,90,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides2.jpg,"[1, 1]",56,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides3.jpg,"[1, 2]",56,age,20,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides4.jpg,"[3, 3]",56,sat,607,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides8.jpg,"[1, 1]",56,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides9.jpg,"[1, 1]",56,adhd,2,9,9,0,9
,[],2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides10.jpg,"[1, 140]",56,lang,תיברע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides11.jpg,"[1, 1]",56,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides13.jpg,"[1, 1]",56,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1713,demog_exp,120.403592776,Slides\Slides12.jpg,"[1, 1]",56,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides1.jpg,"[0, 0]",57,intro,,0,0,0,0
,[],2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides0.jpg,"[1, 140]",57,debrief,הבוגת ןמז,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides5.jpg,"[1, 1]",57,degree,1,2,2,0,2
,[],2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides6.jpg,"[1, 140]",57,faculty,םיטפשמ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides7.jpg,"[1, 3]",57,gpa,80,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides2.jpg,"[1, 1]",57,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides3.jpg,"[1, 2]",57,age,25,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides4.jpg,"[3, 3]",57,sat,563,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides8.jpg,"[1, 1]",57,dominant_hand,2,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides9.jpg,"[1, 1]",57,adhd,2,9,9,0,9
,[],2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides10.jpg,"[1, 140]",57,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides11.jpg,"[1, 1]",57,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides13.jpg,"[1, 1]",57,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_28_1740,demog_exp,120.005088185,Slides\Slides12.jpg,"[1, 1]",57,credit_or_payment,2,13,13,0,13
,['return'],2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides1.jpg,"[0, 0]",58,intro,,0,0,0,0
,[],2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides0.jpg,"[1, 140]",58,debrief,םירהל יתשקבתהש עבצאה תמאב איה ןוטרסב המרוהש עבצמאה םא .עקרב שחרתהש יוריגל םאתהב הבוגת ןמז קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides5.jpg,"[1, 1]",58,degree,1,2,2,0,2
,[],2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides6.jpg,"[1, 140]",58,faculty,הנידמה יעדמ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides7.jpg,"[1, 3]",58,gpa,90,4,4,0,4
,"['1', '2', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides2.jpg,"[1, 1]",58,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides3.jpg,"[1, 2]",58,age,20,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides4.jpg,"[3, 3]",58,sat,710,7,7,0,7
,"['1', '2', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides8.jpg,"[1, 1]",58,dominant_hand,2,8,8,0,8
,"['1', '2', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides9.jpg,"[1, 1]",58,adhd,2,9,9,0,9
,[],2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides10.jpg,"[1, 140]",58,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides11.jpg,"[1, 1]",58,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides13.jpg,"[1, 1]",58,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2020_Jan_30_1339,demog_exp,120.107568374,Slides\Slides12.jpg,"[1, 1]",58,credit_or_payment,2,13,13,0,13
